Rank_In_Year	Released	Release_Year	Title	TheatricalDistributor	Genre	Full_Genre	ProductionMethod	CreativeType	MaximumTheaters	ProductionBudgetM	OpeningWkendRevenueM	DomBoxOfficeM	InflAdjDomBoxOfficeM	InternationalBoxOfficeM	WorldwideBoxOfficeM	MPAA_Rating	Runtime_h	IMDB_Rating	RottenTomatoes_Rating
1	12/16/16	2016	Rogue One: A Star Wars Story	Walt Disney	Adventure	Adventure	Animation/Live Action	Science Fiction	4157	280.2	155.08	533.54	691.51	521.54	1055.08	PG-13	2.217	7.8	84
2	6/17/16	2016	Finding Dory	Walt Disney	Adventure	Adventure	Digital Animation	Kids Fiction	4305	200	135.06	486.3	635.84	538.71	1025.01	PG	1.617	7.2	94
3	5/6/16	2016	Captain America: Civil War	Walt Disney	Action	Action	Live Action	Super Hero	4226	250	179.14	408.08	533.58	743.82	1151.9	PG-13	2.45	7.8	90
4	7/8/16	2016	The Secret Life of Pets	Universal	Adventure	Adventure	Digital Animation	Kids Fiction	4381	75	104.35	369.09	482.28	516.92	886.01	PG	1.433	6.5	70
5	4/15/16	2016	The Jungle Book	Walt Disney	Adventure	Adventure	Animation/Live Action	Fantasy	4144	175	103.26	364	475.94	586.7	950.7	PG	1.767	7.3	94
6	2/12/16	2016	Deadpool	20th Century Fox	Action	Action	Animation/Live Action	Super Hero	3856	58	132.43	363.07	474.72	418.88	781.95	R	1.8	8	85
7	3/4/16	2016	Zootopia	Walt Disney	Adventure	Adventure	Digital Animation	Kids Fiction	3959	150	75.06	341.27	446.21	677.21	1018.47	PG	1.8	8	98
8	3/25/16	2016	Batman v Superman: Dawn of Justice	Warner Bros.	Action	Action	Live Action	Super Hero	4256	263	166.01	330.36	431.95	544	874.36	R	2.517	6.4	28
9	8/5/16	2016	Suicide Squad	Warner Bros.	Action	Action	Animation/Live Action	Super Hero	4255	175	133.68	325.1	425.07	424.1	749.2	PG-13	2.05	5.9	26
10	12/21/16	2016	Sing	Universal	Other	Musical	Digital Animation	Kids Fiction	4029	75	35.26	270.33	347.98	360.74	631.06	PG	1.8	7.1	71
11	11/23/16	2016	Moana	Walt Disney	Other	Musical	Digital Animation	Kids Fiction	3875	150	56.63	248.76	323.28	435.6	684.36	PG	1.783	7.6	95
12	11/18/16	2016	Fantastic Beasts and Where to Find Them	Warner Bros.	Adventure	Adventure	Animation/Live Action	Fantasy	4144	180	74.4	234.04	305.48	582	816.04	PG-13	2.2	7.2	74
13	11/4/16	2016	Doctor Strange	Walt Disney	Action	Action	Animation/Live Action	Super Hero	3882	165	85.06	232.64	304.05	443.7	676.34	PG-13	1.917	7.5	89
14	12/25/16	2016	Hidden Figures	20th Century Fox	Drama	Drama	Live Action	Dramatization	3416	25	0.52	169.61	213.95	58.76	228.37	PG	2.117	7.8	93
15	7/29/16	2016	Jason Bourne	Universal	Action	Action	Live Action	Contemporary Fiction	4039	120	59.22	162.19	212.07	253.98	416.17	PG-13	2.05	6.6	55
16	7/22/16	2016	Star Trek Beyond	Paramount Pictures	Adventure	Adventure	Live Action	Science Fiction	3928	185	59.25	158.85	207.7	176.83	335.67	PG-13	2.033	7	86
17	5/27/16	2016	X-Men: Apocalypse	20th Century Fox	Action	Action	Live Action	Super Hero	4153	178	65.77	155.44	203.24	387.1	542.54	PG-13	2.4	6.8	47
18	11/4/16	2016	Trolls	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	4066	125	46.58	153.86	200.96	188.98	342.83	PG	1.533	6.4	76
19	12/9/16	2016	La La Land	Lionsgate	Other	Musical	Live Action	Contemporary Fiction	3236	30	0.88	151.1	191.96	353.52	504.62	PG-13	2.133	8	91
20	1/29/16	2016	Kung Fu Panda 3	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	3987	140	41.28	143.53	187.67	376.66	520.19	PG	1.583	7.1	87
21	7/15/16	2016	Ghostbusters	Sony Pictures	Comedy	Comedy	Animation/Live Action	Science Fiction	3963	144	46.02	128.35	167.82	100.66	229.01	PG-13	1.95	6.8	74
22	6/17/16	2016	Central Intelligence	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	3508	50	35.54	127.44	166.63	89.75	217.19	PG-13	1.783	6.3	71
23	7/1/16	2016	The Legend of Tarzan	Warner Bros.	Adventure	Adventure	Live Action	Historical Fiction	3591	180	38.53	126.64	165.59	230.6	357.24	PG-13	1.833	6.2	36
24	9/9/16	2016	Sully	Warner Bros.	Drama	Drama	Live Action	Dramatization	3955	60	35.03	125.07	163.53	118.8	243.87	PG-13	1.6	7.4	85
25	7/29/16	2016	Bad Moms	STX Entertainment	Comedy	Comedy	Live Action	Contemporary Fiction	3215	20	23.82	113.26	148.09	67.23	180.49	R	1.667	6.2	59
26	5/20/16	2016	The Angry Birds Movie	Sony Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	3932	73	38.16	107.51	140.57	244.78	352.29	PG	1.617	6.3	44
27	6/24/16	2016	Independence Day: Resurgence	20th Century Fox	Action	Action	Live Action	Science Fiction	4091	165	41.04	103.14	134.86	281.03	384.17	PG-13	2	5.2	28
28	6/10/16	2016	The Conjuring 2: The Enfield Poltergeist	Warner Bros.	Horror	Horror	Live Action	Fantasy	3356	40	40.41	102.47	133.98	218.9	321.37				
29	11/11/16	2016	Arrival	Paramount Pictures	Drama	Drama	Live Action	Science Fiction	3115	47	24.07	100.55	131.05	101.56	202.11	PG-13	1.933	7.9	94
30	12/21/16	2016	Passengers	Sony Pictures	Drama	Drama	Live Action	Science Fiction	3478	110	14.87	100.01	128.69	202.22	302.24	PG-13	1.933	7	30
31	8/12/16	2016	Sausage Party	Sony Pictures	Comedy	Comedy	Digital Animation	Fantasy	3135	19	34.26	97.67	127.71	43.67	141.34	R	1.483	6.1	82
32	9/23/16	2016	The Magnificent Seven	Sony Pictures	Other	Western	Live Action	Historical Fiction	3696	90	34.7	93.43	122.16	68.69	162.12	PG-13	2.2	6.9	64
33	1/15/16	2016	Ride Along 2	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3192	40	35.24	90.86	118.8	33.96	124.83	PG-13	1.7	5.9	15
34	8/26/16	2016	Don't Breathe	Sony Pictures	Horror	Horror	Live Action	Contemporary Fiction	3384	10	26.41	89.22	116.65	69.69	158.91	R	1.467	7.1	88
35	9/30/16	2016	Miss Peregrine's Home for Peculiar Children	20th Century Fox	Adventure	Adventure	Animation/Live Action	Fantasy	3835	110	28.87	87.24	114.06	208.74	295.99	PG-13	2.117	6.7	65
36	10/14/16	2016	The Accountant	Warner Bros.	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3402	40	24.71	86.26	112.77	69.3	155.56	R	2.133	7.3	53
37	6/3/16	2016	Teenage Mutant Ninja Turtles: Out of the Shadows	Paramount Pictures	Action	Action	Animation/Live Action	Super Hero	4071	135	35.32	82.05	107.28	163.28	245.33	PG-13	1.867	5.9	38
38	7/1/16	2016	The Purge: Election Year	Universal	Horror	Horror	Live Action	Science Fiction	2821	10	31.52	79.04	103.35	39.47	118.51	R	1.8	6	55
39	5/27/16	2016	Alice Through the Looking Glass	Walt Disney	Adventure	Adventure	Animation/Live Action	Fantasy	3763	170	26.86	77.04	100.73	199.89	276.93	PG	1.883	6.2	29
40	8/12/16	2016	Pete's Dragon	Walt Disney	Adventure	Adventure	Animation/Live Action	Kids Fiction	3702	65	21.51	76.23	99.68	61.54	137.77	PG	1.7	6.7	88
41	10/7/16	2016	The Girl on the Train	Universal	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3241	45	24.54	75.4	98.58	98.88	174.28	R	1.867	6.5	44
42	10/21/16	2016	Tyler Perry Boo! A Madea Halloween	Lionsgate	Comedy	Comedy	Live Action	Contemporary Fiction	2299	20	28.5	73.21	95.72	0	73.21				
43	9/23/16	2016	Storks	Warner Bros.	Adventure	Adventure	Digital Animation	Kids Fiction	3922	70	21.31	72.68	95.02	111	183.68	PG	1.45	6.8	65
44	3/11/16	2016	10 Cloverfield Lane	Paramount Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3427	15	24.73	72.08	94.25	36.2	108.29	PG-13	1.717	7.2	91
45	7/22/16	2016	Lights Out	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	2835	5	21.69	67.27	87.95	82.1	149.37	PG-13	1.35	6.3	74
46	11/4/16	2016	Hacksaw Ridge	Lionsgate	Drama	Drama	Live Action	Dramatization	2971	40	15.19	67.21	87.75	101.21	168.42	R	2.317	8.1	84
47	3/18/16	2016	The Divergent Series: Allegiant	Lionsgate	Action	Action	Live Action	Science Fiction	3740	110	29.03	66.18	86.54	105.84	172.02	PG-13	2	5.7	11
48	6/10/16	2016	Now You See Me 2	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3232	90	22.38	65.08	85.09	263.25	328.33	PG-13	2.15	6.4	34
49	7/22/16	2016	Ice Age: Collision Course	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	3997	105	21.37	64.06	83.76	338.09	402.16	PG	1.567	5.7	18
50	4/8/16	2016	The Boss	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3495	29	23.59	63.08	82.47	15.57	78.65	R	1.65	5.4	21
51	3/4/16	2016	London Has Fallen	Focus Features	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3492	60	21.64	62.52	81.75	132.67	195.19	R	1.65	5.9	28
52	3/16/16	2016	Miracles from Heaven	Sony Pictures	Drama	Drama	Live Action	Dramatization	3155	13	14.81	61.71	80.68	12.07	73.77	PG	1.817	7.1	45
53	9/30/16	2016	Deepwater Horizon	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	3403	156	20.22	61.43	80.33	60.9	122.33	PG-13	1.783	7.1	82
54	12/23/16	2016	Why Him?	20th Century Fox	Comedy	Comedy	Live Action	Contemporary Fiction	3008	38	11	60.32	77.49	57.1	117.43	R	1.85	6.2	40
55	3/25/16	2016	My Big Fat Greek Wedding 2	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3179	18	17.86	59.69	78.05	32.41	92.1	PG-13	1.567	6	28
56	10/21/16	2016	Jack Reacher: Never Go Back	Paramount Pictures	Action	Action	Live Action	Contemporary Fiction	3780	60	22.87	58.7	76.74	101.25	159.95	PG-13	1.967	6.2	37
57	12/16/16	2016	Fences	Paramount Pictures	Drama	Drama	Live Action	Historical Fiction	2368	24	0.13	57.68	73.96	6.6	64.28	PG-13	2.317	7.2	92
58	6/3/16	2016	Me Before You	Warner Bros.	Drama	Drama	Live Action	Contemporary Fiction	2762	20	18.72	56.25	73.54	152.2	208.45	PG-13	1.833	7.4	55
59	7/1/16	2016	The BFG	Walt Disney	Adventure	Adventure	Animation/Live Action	Kids Fiction	3392	140	18.78	55.48	72.55	144.16	199.65	PG	1.95	6.3	74
60	5/20/16	2016	Neighbors 2: Sorority Rising	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3416	35	21.76	55.34	72.36	53.42	108.76	R	1.533	5.7	65
61	6/24/16	2016	The Shallows	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2962	13	16.8	55.12	72.07	63.64	118.76	PG-13	1.433	6.3	79
62	12/9/16	2016	Office Christmas Party	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3210	45	16.89	54.77	71.38	60.33	115.1	R	1.75	5.9	41
63	12/21/16	2016	Assassin's Creed	20th Century Fox	Action	Action	Live Action	Science Fiction	2996	125	10.28	54.65	70.6	186.11	240.76	PG-13	1.917	5.6	18
64	4/15/16	2016	Barbershop: The Next Cut	Warner Bros.	Comedy	Comedy	Live Action	Contemporary Fiction	2676	20	20.24	54.03	70.65	1.6	55.63	PG-13	1.85	5.9	91
65	1/15/16	2016	13 Hours: The Secret Soldiers of Benghazi	Paramount Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	2917	50	16.19	52.85	69.11	16.56	69.41	R	2.4	7.3	51
66	11/25/16	2016	Lion	Weinstein Co.	Drama	Drama	Live Action	Dramatization	1802	12	0.12	51.74	65.48	97.38	149.12	PG-13	1.967	8	84
67	8/19/16	2016	Kubo and the Two Strings	Focus Features	Adventure	Adventure	Stop-Motion Animation	Fantasy	3279	55	12.61	48.02	62.79	29.53	77.55	PG	1.683	7.7	97
68	4/22/16	2016	The Huntsman: Winter's War	Universal	Action	Action	Live Action	Fantasy	3802	115	19.45	48	62.76	117.15	165.15	PG-13	1.9	6.1	20
69	11/18/16	2016	Manchester by the Sea	Roadside Attractions	Drama	Drama	Live Action	Contemporary Fiction	1213	8.5	0.26	47.7	61.4	30.04	77.73	R	2.283	7.8	96
70	6/10/16	2016	Warcraft	Universal	Action	Action	Live Action	Fantasy	3406	160	24.17	47.37	61.93	391.53	438.9	PG-13	2.05	6.7	29
71	2/12/16	2016	How to be Single	Warner Bros.	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	3357	37	17.88	46.84	61.25	65.7	112.54	R	1.833	6.1	45
72	7/8/16	2016	Mike and Dave Need Wedding Dates	20th Century Fox	Comedy	Comedy	Live Action	Contemporary Fiction	3008	33	16.63	46.01	60.16	29.89	75.9	R	1.633	6	38
73	8/19/16	2016	War Dogs	Warner Bros.	Comedy	Black Comedy	Live Action	Dramatization	3258	50	14.69	43.03	56.27	43.4	86.43	R	1.9	7.1	62
74	11/11/16	2016	Almost Christmas	Universal	Drama	Drama	Live Action	Contemporary Fiction	2379	17	15.13	42.07	55	0.43	42.49	PG-13	1.85	6.2	49
75	5/13/16	2016	Money Monster	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3104	27	14.79	41.01	53.62	52.45	93.47	R	1.633	6.5	59
76	11/23/16	2016	Allied	Paramount Pictures	Drama	Drama	Live Action	Historical Fiction	3160	106	12.7	40.1	52.4	79.17	119.27	R	2.067	7.1	60
77	7/27/16	2016	Nerve	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2538	20	9.45	38.58	50.45	47	85.58	PG-13	1.6	6.5	66
78	2/19/16	2016	Risen	Sony Pictures	Drama	Drama	Live Action	Historical Fiction	2915	20	11.8	36.88	48.22	9.36	46.24	PG-13	1.783	6.3	53
79	5/20/16	2016	The Nice Guys	Warner Bros.	Comedy	Black Comedy	Live Action	Historical Fiction	2865	50	11.2	36.26	47.41	35	71.26	R	1.933	7.4	91
80	1/22/16	2016	The Boy	STX Entertainment	Horror	Horror	Live Action	Contemporary Fiction	2671	10	10.78	35.82	46.83	38.11	73.93	PG-13	1.617	6	31
81	1/22/16	2016	Dirty Grandpa	Lionsgate	Comedy	Comedy	Live Action	Contemporary Fiction	2912	11.5	11.11	35.59	46.54	69.49	105.08	R	1.7	5.9	10
82	10/21/16	2016	Ouija: Origin of Evil	Universal	Horror	Horror	Live Action	Historical Fiction	3168	9	14.07	35.14	45.95	46.69	81.83	PG-13	1.65	6.2	83
83	1/22/16	2016	The 5th Wave	Sony Pictures	Action	Action	Live Action	Science Fiction	2908	38	10.33	34.91	45.65	76.42	111.34	PG-13	1.867	5.2	17
84	10/28/16	2016	Inferno	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3576	75	14.86	34.34	44.9	185.18	219.52	PG-13	2.017	6.2	23
85	4/29/16	2016	Mother's Day	Open Road	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	3291	25	8.37	32.49	42.48	19.87	52.37	PG-13	1.967	5.7	8
86	12/21/16	2016	Patriots Day	Lionsgate	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	3120	40	0.16	31.89	40.23	20.95	52.84	R	2.217	7.3	80
87	2/26/16	2016	Gods of Egypt	Lionsgate	Adventure	Adventure	Live Action	Fantasy	3117	140	14.12	31.15	40.73	107.68	138.84	PG-13	2.117	5.4	15
88	12/16/16	2016	Collateral Beauty	Warner Bros.	Drama	Drama	Live Action	Contemporary Fiction	3528	36	7.1	31.02	40.24	57.5	88.52	PG-13	1.617	6.8	14
89	2/5/16	2016	"Hail, Caesar!"	Universal	Comedy	Comedy	Live Action	Historical Fiction	2248	22	11.36	30.08	39.33	34.14	64.22	PG-13	1.767	6.3	86
90	9/9/16	2016	When the Bough Breaks	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	2246	10	14.2	29.75	38.9	1.02	30.77	PG-13	1.783	5.2	12
91	2/12/16	2016	Zoolander 2	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3418	50	13.84	28.85	37.72	26.5	55.35	PG-13	1.683	4.7	21
92	10/21/16	2016	Moonlight	A24	Drama	Drama	Live Action	Historical Fiction	1564	1.5	0.4	27.85	35.7	36.97	64.83	R	1.85	7.4	98
93	1/29/16	2016	The Finest Hours	Walt Disney	Thriller/Suspense	Thriller/Suspense	Live Action	Dramatization	3143	70	10.29	27.57	36.05	21.68	49.25	PG-13	1.95	6.7	64
94	8/12/16	2016	Florence Foster Jenkins	Paramount Pictures	Drama	Drama	Live Action	Dramatization	1528	29	6.6	27.38	35.8	28.62	56	PG-13	1.85	6.8	87
95	8/12/16	2016	Hell or High Water	Lionsgate	Other	Western	Live Action	Contemporary Fiction	1505	12	0.62	27.01	35.31	10.56	37.57	R	1.7	7.6	97
96	1/8/16	2016	The Forest	Focus / Gramercy	Horror	Horror	Live Action	Contemporary Fiction	2509	10	12.74	26.59	34.77	14.15	40.75	PG-13	1.55	4.8	10
97	8/19/16	2016	Ben-Hur	Paramount Pictures	Adventure	Adventure	Live Action	Historical Fiction	3084	95	11.2	26.41	34.53	65.26	91.67	PG-13	2.05	5.7	24
98	2/19/16	2016	The Witch	A24	Horror	Horror	Live Action	Historical Fiction	2204	3.5	8.8	25.14	32.87	15.23	40.36		0.117	5.3	
99	9/16/16	2016	Bridget Jones's Baby	Universal	Comedy	Romantic Comedy	Live Action	Contemporary Fiction	2930	35	8.57	24.14	31.56	183.16	207.3	R	2.05	6.4	78
100	10/14/16	2016	Kevin Hart: What Now?	Universal	Other	Concert/Performance	Live Action	Factual	2567	10	11.77	23.59	30.85	0	23.59	R	1.6	6	75
1	12/15/17	2017	Star Wars Ep. VIII: The Last Jedi	Walt Disney	Adventure	Adventure	Animation/Live Action	Science Fiction	4232	262	220.01	620.18	779.97	702.4	1322.58				
2	3/17/17	2017	Beauty and the Beast	Walt Disney	Other	Musical	Animation/Live Action	Fantasy	4210	160	174.75	504.01	635.5	755.75	1259.76	PG	2.15	7.1	71
3	6/2/17	2017	Wonder Woman	Warner Bros.	Action	Action	Live Action	Super Hero	4165	150	103.25	412.56	520.19	410.4	822.96	PG-13	2.35	7.3	93
4	12/20/17	2017	Jumanji: Welcome to the Jungle	Sony Pictures	Adventure	Adventure	Live Action	Science Fiction	3849	90	36.17	404.51	505.47	557.12	961.63	PG-13	1.983	6.9	77
5	5/5/17	2017	Guardians of the Galaxy Vol 2	Walt Disney	Action	Action	Animation/Live Action	Super Hero	4347	200	146.51	389.81	491.5	479.27	869.09	PG-13	2.267	7.6	85
6	7/7/17	2017	Spider-Man: Homecoming	Sony Pictures	Action	Action	Live Action	Super Hero	4348	175	117.03	334.58	421.76	544.27	878.85	PG-13	2.217	7.4	92
7	9/8/17	2017	It	Warner Bros.	Horror	Horror	Live Action	Historical Fiction	4148	35	123.4	328.83	414.58	375.3	704.13	R	2.25	7.3	85
8	11/3/17	2017	Thor: Ragnarok	Walt Disney	Action	Action	Live Action	Super Hero	4080	180	122.74	315.06	397.17	535.42	850.48	PG-13	2.167	7.9	93
9	6/30/17	2017	Despicable Me 3	Universal	Adventure	Adventure	Digital Animation	Kids Fiction	4535	75	72.43	264.62	333.66	768.19	1032.81	PG	1.483	6.3	58
10	11/17/17	2017	Justice League	Warner Bros.	Action	Action	Live Action	Super Hero	4051	300	93.84	229.02	288.7	432.3	661.32	PG-13	2	6	39
11	3/3/17	2017	Logan	20th Century Fox	Action	Action	Live Action	Super Hero	4071	127	88.41	226.28	285.31	387.93	614.2	R	2.283	8.1	93
12	4/14/17	2017	The Fate of the Furious	Universal	Action	Action	Live Action	Contemporary Fiction	4329	250	98.79	225.76	284.66	963.24	1189.01	PG-13	2.267	6.6	67
13	11/22/17	2017	Coco	Walt Disney	Other	Musical	Digital Animation	Kids Fiction	3987	175	50.8	210.46	264.76	585.68	796.14	PG	1.75	8.4	97
14	7/21/17	2017	Dunkirk	Warner Bros.	Action	Action	Live Action	Dramatization	4014	150	50.51	190.07	239.62	338	528.07	PG-13	1.767	7.8	92
15	2/24/17	2017	Get Out	Universal	Horror	Horror	Live Action	Contemporary Fiction	3143	5	33.38	175.84	221.7	76.46	252.3	R	1.733	7.8	98
16	2/10/17	2017	The Lego Batman Movie	Warner Bros.	Adventure	Adventure	Digital Animation	Kids Fiction	4088	80	53	175.75	221.6	136.4	312.15	PG	1.733	7.3	89
17	3/31/17	2017	The Boss Baby	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	3829	125	50.2	175	220.66	352.91	527.91	PG	1.617	6.3	53
18	12/20/17	2017	The Greatest Showman	20th Century Fox	Other	Musical	Live Action	Dramatization	3342	84	8.81	174.34	217.39	254.46	428.8	PG	1.75	7.5	56
19	5/26/17	2017	Pirates of the Caribbean: Dead Men Tell No Tales	Walt Disney	Adventure	Adventure	Animation/Live Action	Historical Fiction	4276	230	62.98	172.56	217.57	622.3	794.86	PG-13	2.15	6.5	30
20	3/10/17	2017	Kong: Skull Island	Warner Bros.	Adventure	Adventure	Live Action	Science Fiction	3846	185	61.03	168.05	211.89	402.8	570.85	PG-13	1.967	6.7	75
21	6/16/17	2017	Cars 3	Walt Disney	Adventure	Adventure	Digital Animation	Kids Fiction	4256	175	53.69	152.9	192.79	230.64	383.54	G	1.7	6.7	70
22	7/14/17	2017	War for the Planet of the Apes	20th Century Fox	Action	Action	Animation/Live Action	Science Fiction	4100	152	56.26	146.88	185.2	342.71	489.59	PG-13	2.333	7.4	94
23	1/20/17	2017	Split	Universal	Horror	Horror	Live Action	Contemporary Fiction	3373	9	40.01	138.14	174.18	140.61	278.75				
24	11/17/17	2017	Wonder	Lionsgate	Drama	Drama	Live Action	Dramatization	3519	20	27.55	132.42	166.76	177.76	310.18	PG	1.883	7.9	86
25	6/21/17	2017	Transformers: The Last Knight	Paramount Pictures	Action	Action	Animation/Live Action	Science Fiction	4132	217	44.68	130.17	164.13	472.72	602.89	PG-13	2.567	5.2	16
26	7/21/17	2017	Girls Trip	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	2648	28	31.2	115.11	145.14	25.78	140.89	R	2.033	6.2	91
27	2/10/17	2017	Fifty Shades Darker	Universal	Drama	Drama	Live Action	Contemporary Fiction	3714	55	46.61	114.43	144.29	266.93	381.37	R	1.967	4.6	11
28	6/28/17	2017	Baby Driver	Sony Pictures	Thriller/Suspense	Thriller/Suspense	Live Action	Contemporary Fiction	3226	34	20.55	107.83	135.95	119.37	227.2	R	1.883	7.5	92
29	12/22/17	2017	Pitch Perfect 3	Universal	Comedy	Comedy	Live Action	Contemporary Fiction	3468	45	19.93	104.9	131.46	80.84	185.74	PG-13	1.55	5.8	29
30	11/10/17	2017	Daddy's Home 2	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3575	70	29.65	104.03	131.12	76.77	180.8	PG-13	1.667	6	21
31	11/10/17	2017	Murder on the Orient Express	20th Century Fox	Drama	Drama	Live Action	Historical Fiction	3354	55	28.68	102.83	129.61	248.94	351.77	PG-13	1.9	6.5	60
32	8/11/17	2017	Annabelle: Creation	Warner Bros.	Horror	Horror	Live Action	Contemporary Fiction	3565	15	35.01	102.09	128.72	204.5	306.59	R	1.817	6.5	70
33	9/22/17	2017	Kingsman: The Golden Circle	20th Century Fox	Action	Action	Live Action	Contemporary Fiction	4038	104	39.02	100.23	126.38	308.57	408.8	R	2.35	6.7	51
34	10/6/17	2017	Blade Runner 2049	Warner Bros.	Thriller/Suspense	Thriller/Suspense	Live Action	Science Fiction	4058	185	32.75	92.05	116.06	167.1	259.15	R	2.733	8	88
35	2/10/17	2017	John Wick: Chapter Two	Lionsgate	Action	Action	Live Action	Contemporary Fiction	3113	40	30.44	92.03	116.04	79.51	171.54				
36	7/28/17	2017	The Emoji Movie	Sony Pictures	Adventure	Adventure	Digital Animation	Kids Fiction	4075	50	24.53	86.09	108.55	130.48	216.56	PG	1.433	3.5	6
37	3/24/17	2017	Power Rangers	Lionsgate	Action	Action	Animation/Live Action	Kids Fiction	3693	120	40.3	85.36	107.63	57.17	142.53	PG-13	2.067	5.9	51
38	12/15/17	2017	Ferdinand	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	3630	111	13.4	84.41	105.83	223.08	307.49	PG	1.8	6.7	70
39	12/22/17	2017	The Post	20th Century Fox	Drama	Drama	Live Action	Dramatization	2851	50	0.53	81.9	101.72	97.87	179.77	PG-13	1.933	7.2	88
40	6/9/17	2017	The Mummy	Universal	Adventure	Adventure	Live Action	Historical Fiction	4035	195	31.67	80.1	101	329.85	409.95	PG-13	1.833	5.4	15
41	8/18/17	2017	The Hitman's Bodyguard	Lionsgate	Action	Action	Live Action	Contemporary Fiction	3377	30	21.38	75.47	95.16	107.95	183.42	R	1.967	6.9	44
42	5/19/17	2017	Alien: Covenant	20th Century Fox	Horror	Horror	Live Action	Science Fiction	3772	97	36.16	74.26	93.63	164.26	238.52	R	2.033	6.4	65
43	6/2/17	2017	Captain Underpants: The First Epic Movie	20th Century Fox	Adventure	Adventure	Digital Animation	Kids Fiction	3529	38	23.85	73.92	93.2	52.5	126.42	PG	1.483	6.2	87
44	11/1/17	2017	A Bad Moms Christmas	STX Entertainment	Comedy	Comedy	Live Action	Contemporary Fiction	3615	28	16.76	72.11	90.92	55.6	127.71	R	1.733	5.6	32
45	1/27/17	2017	A Dog's Purpose	Universal	Drama	Drama	Live Action	Contemporary Fiction	3178	25	18.22	64.32	81.1	138.73	203.06	PG	1.667	7.3	35
46	12/1/17	2017	The Shape of Water	Fox Searchlight	Drama	Drama	Live Action	Historical Fiction	2341	19.5	0.17	63.86	79.58	131.93	195.79	R	2.05	7.3	92
47	9/22/17	2017	The Lego Ninjago Movie	Warner Bros.	Adventure	Adventure	Digital Animation	Kids Fiction	4047	70	20.43	59.28	74.75	64.4	123.68	PG	1.683	6.1	56
48	5/25/17	2017	Baywatch	Paramount Pictures	Comedy	Comedy	Live Action	Contemporary Fiction	3647	60	18.5	58.06	73.21	117.8	175.86	R	1.933	5.5	18
49	3/3/17	2017	The Shack	Lionsgate	Drama	Drama	Live Action	Contemporary Fiction	2888	20	16.17	57.39	72.36	39.47	96.86	PG-13	2.2	6.3	20
50	11/22/17	2017	Darkest Hour	Focus Features	Drama	Drama	Live Action	Dramatization	1733	30	0.18	56.44	70.43	94.36	150.81	PG-13	2.083	7.4	84
51	10/13/17	2017	Happy Death Day	Universal	Horror	Horror	Live Action	Contemporary Fiction	3535	5	26.04	55.68	70.21	69.33	125.01	PG-13	1.6	6.6	71
52	11/10/17	2017	"Three Billboards Outside Ebbing, Missouri"	Fox Searchlight	Comedy	Black Comedy	Live Action	Contemporary Fiction	1726	12	0.32	54.51	68.15	106.64	161.16	R	1.917	8.1	90
53	7/28/17	2017	Atomic Blonde	Focus Features	Thriller/Suspense	Thriller/Suspense	Live Action	Historical Fiction	3326	30	18.29	51.57	65.03	46.77	98.35	R	1.917	6.7	79
54	9/29/17	2017	American Made	Universal	Action	Action	Live Action	Dramatization	3098	50	16.78	51.34	64.74	84.23	135.57	R	1.917	7.1	85
55	8/4/17	2017	The Dark Tower	Sony Pictures	Other	Western	Live Action	Science Fiction	3451	66	19.15	50.7	63.93	62.76	113.46	PG-13	1.583	5.6	16
